TTT,LOS,Price,Reviews,NumberOfNights,Score,Score_in_the_description,priceBeforesale,Cancellation,prepayment,typeBed,DistanceFromCenter,Subway Access,Stars,Locatins_Battery Park,Locatins_Chelsea,Locatins_Chinatown,Locatins_East Harlem,Locatins_East Village,Locatins_Error,Locatins_Flatiron District,Locatins_Gramercy,Locatins_Greenwich Village,Locatins_Harlem,Locatins_Hell's Kitchen,Locatins_Hudson Yards,Locatins_Kips Bay,Locatins_Lower East Side,Locatins_Manhattan,Locatins_Midtown East,Locatins_Murray Hill,Locatins_New York,Locatins_NoMad,Locatins_SoHo,Locatins_Tribeca,Locatins_Union Square,Locatins_Upper East Side,Locatins_Upper West Side,Locatins_Wall Street - Financial District
8,1,897,2297,1,7.7,1,0,1,1,0,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,452,7519,1,6.6,2,532,0,1,2,350,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,1,1096,2186,1,7.5,1,0,1,0,7,900,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,876,574,1,8.3,2,0,1,0,8,7000,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1,884,5527,1,7.1,1,0,0,1,8,450,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,788,8730,1,8.0,2,0,0,1,6,1900,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,1463,489,1,8.4,2,2438,0,1,7,600,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,795,2512,1,6.8,2,1059,0,1,7,400,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,1,986,1227,1,8.5,2,0,1,1,6,900,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1052,2396,1,8.7,3,0,0,1,0,1700,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,1072,3964,1,8.2,2,0,1,0,8,2100,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,874,867,1,8.5,2,0,1,1,7,3000,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,913,1653,1,8.5,2,0,0,1,10,1000,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,1243,5622,1,8.4,2,0,1,0,8,600,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,909,5914,1,7.0,1,1010,1,0,7,1300,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,900,1430,1,7.7,1,0,0,1,8,900,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,839,897,1,8.0,2,0,1,0,8,1500,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,1,903,3450,1,8.3,2,0,1,0,8,2000,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,807,52,1,8.2,2,0,0,1,8,1800,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,1030,1028,1,8.4,2,0,0,1,8,1900,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,1041,3910,1,8.2,2,0,0,1,8,2500,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1096,6655,1,8.0,2,0,1,0,8,2800,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,986,11102,1,7.3,1,0,1,0,7,1000,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,953,522,1,7.5,1,0,0,1,7,1400,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,759,2590,1,7.6,1,0,0,1,8,400,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,972,3726,1,8.3,2,0,0,1,8,2500,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1349,1277,1,8.4,2,0,0,1,8,450,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,959,1326,1,7.9,1,0,1,0,8,1200,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,963,531,1,8.7,3,0,1,0,8,1100,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,1,722,3624,1,7.3,1,0,1,0,8,6800,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1,854,972,1,8.2,2,0,1,0,7,2700,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,1,1059,2750,1,8.7,3,0,1,1,8,800,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,1052,711,1,8.7,3,0,0,1,8,1800,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,816,544,1,8.1,2,0,0,1,8,2500,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,975,1204,1,8.8,3,0,0,1,8,2800,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1081,1737,1,8.2,2,0,1,0,7,1400,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,953,898,1,9.0,4,0,0,1,8,6900,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1,878,821,1,8.5,2,1463,0,1,0,1900,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,1,1081,4417,1,7.8,1,0,1,1,8,700,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,1096,1045,1,7.9,1,0,1,0,8,700,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1833,328,1,8.1,2,0,1,0,8,1300,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,1,1151,622,1,8.3,2,0,0,1,8,1200,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,1030,1546,1,7.6,1,0,0,1,7,1500,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,932,4128,1,8.0,2,0,0,1,7,1900,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,900,741,1,8.0,2,1059,0,1,8,1600,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,1,920,2527,1,7.8,1,0,0,1,4,1300,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,868,2375,1,7.0,1,986,0,1,7,800,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,965,3810,1,7.1,1,1073,1,0,7,1500,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,878,865,1,8.0,2,0,0,1,8,2400,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,1168,4123,1,7.9,1,0,1,0,8,1900,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,761,1198,1,7.3,1,0,0,1,7,1900,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,1,900,304,1,8.3,2,0,0,1,8,1900,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,789,831,1,7.5,1,0,0,1,7,700,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,1169,15092,1,7.6,1,0,1,0,8,1700,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,989,1707,1,7.9,1,0,1,0,6,2100,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,986,9006,1,7.7,1,0,1,0,7,2000,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1023,764,1,8.2,2,0,0,1,7,400,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,957,2304,1,8.6,3,0,0,1,7,2100,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,902,1503,1,7.9,1,0,1,0,7,1900,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,869,54,1,8.1,2,0,0,1,8,3100,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,906,3599,1,7.8,1,0,0,1,8,1600,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,893,8394,1,7.5,1,0,0,1,8,1600,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1059,2182,1,8.8,3,0,1,0,8,5400,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,1,876,2489,1,8.2,2,0,1,0,7,2000,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,767,731,1,8.7,3,1023,1,0,8,1800,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,835,2340,1,7.7,1,0,0,1,8,1300,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,682,598,1,7.3,1,682,0,1,8,7100,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1,1646,1277,1,8.8,3,0,1,0,8,1000,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,698,302,1,7.1,1,931,1,0,7,1600,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,1,1732,676,1,8.5,2,0,0,1,7,1000,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,1151,5473,1,7.5,1,0,0,1,6,1600,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1023,1682,1,8.2,2,0,1,0,7,4100,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,788,1031,1,7.9,1,0,1,0,4,2500,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,1,1963,248,1,9.1,4,0,0,1,8,2000,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,755,2929,1,8.5,2,755,0,1,8,7700,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1,1264,437,1,9.2,4,0,0,1,8,6600,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,839,2272,1,7.4,1,0,1,0,8,7200,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1,1019,1393,1,7.6,1,0,0,1,7,1400,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,965,4443,1,7.9,1,0,0,1,8,1800,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,818,4084,1,5.6,2,1023,1,1,7,700,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,990,1057,1,7.6,1,0,1,0,6,1500,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,1389,121,1,8.9,3,0,1,0,7,1900,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,975,89,1,7.9,1,0,0,1,8,1400,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,1151,3120,1,8.1,2,0,0,1,6,1700,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,766,2917,1,7.7,1,902,0,1,8,1400,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,957,2322,1,8.0,2,0,0,1,7,1800,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,1,1100,1152,1,7.9,1,0,1,0,7,5400,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,1,1111,883,1,8.3,2,0,0,1,8,1400,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,1,1085,1250,1,8.6,3,0,0,1,9,1300,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,1,846,14188,1,7.0,1,0,0,1,8,1600,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,923,664,1,7.5,1,0,1,0,7,400,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,880,1385,1,8.1,2,1100,1,1,0,1600,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1059,5195,1,8.0,2,0,1,0,8,1900,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,997,749,1,8.4,2,0,0,1,8,2400,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,1667,821,2,8.5,2,2778,0,1,0,1900,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,2,2438,1436,2,8.8,3,0,1,0,8,1500,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,1532,12852,2,8.1,2,0,1,0,1,1400,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,2086,2408,2,8.1,2,0,0,1,8,2500,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,2164,2186,2,7.5,1,0,1,0,8,900,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,2258,6626,2,8.6,3,3137,1,0,8,1000,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,2258,3323,2,8.2,2,0,0,1,8,450,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,1742,8730,2,8.0,2,0,0,1,6,1900,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,1752,574,2,8.3,2,0,1,0,8,7000,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,2,2482,2669,2,7.8,1,0,1,0,8,600,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,2012,3910,2,8.2,2,0,0,1,8,2500,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,2053,6655,2,8.0,2,0,1,0,8,2800,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,1781,867,2,8.5,2,0,1,1,7,3000,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,1862,897,2,8.0,2,0,1,0,8,1500,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,2,2104,2396,2,8.7,3,0,0,1,0,1700,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,2117,1227,2,8.5,2,0,1,1,6,900,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,1906,3726,2,8.3,2,0,1,0,8,2500,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,1874,522,2,7.5,1,0,0,1,7,1400,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,1633,52,2,8.2,2,0,0,1,8,1800,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,2211,5527,2,7.1,1,0,0,1,8,450,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,2060,1028,2,8.4,2,0,0,1,8,1900,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,3108,489,2,8.4,2,5179,0,1,7,600,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,1936,3450,2,8.3,2,0,1,0,8,2000,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,2006,5914,2,7.0,1,2229,1,0,7,1300,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,1894,1430,2,7.7,1,0,0,1,8,900,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,2652,5622,2,8.4,2,2852,1,0,8,600,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,1741,972,2,8.2,2,0,1,0,7,2700,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,2,2082,11102,2,7.3,1,0,1,0,7,1000,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,1926,531,2,8.7,3,0,1,0,8,1100,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,2,2243,3964,2,8.2,2,0,1,0,8,2100,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,2896,676,2,8.5,2,0,1,0,8,1000,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,1667,821,2,8.5,2,2778,0,1,0,1900,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,2,1949,1204,2,8.8,3,0,0,1,8,2800,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,1927,536,2,7.3,1,0,0,1,7,5600,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,2,1978,1326,2,7.9,1,0,1,0,8,1200,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,2192,15092,2,7.6,1,0,1,0,8,1700,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,1577,3624,2,7.3,1,0,1,0,8,6800,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,2,2995,1277,2,8.4,2,0,0,1,8,450,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,1907,898,2,9.0,4,0,0,1,8,6900,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,2,1923,5473,2,7.5,1,0,0,1,8,1600,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,1464,1198,2,7.3,1,1464,0,1,8,1900,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,2,1919,2512,2,6.8,2,2559,0,1,8,400,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,2,2171,711,2,8.7,3,0,0,1,7,1800,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,1869,1707,2,7.9,1,0,1,0,6,2100,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,3757,328,2,8.1,2,0,1,0,8,1300,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,2,1972,9006,2,7.7,1,0,1,0,7,2000,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,2930,1277,2,8.8,3,0,0,1,8,1000,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,1739,54,2,8.1,2,0,0,1,8,3100,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,1873,1503,2,7.9,1,0,1,0,7,1900,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,1564,2929,2,8.5,2,0,0,1,8,7700,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,2,2053,1546,2,7.6,1,0,0,1,8,1500,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,2419,4417,2,7.8,1,0,1,1,8,700,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,1724,741,2,8.0,2,2155,1,0,8,1600,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,2,1935,2489,2,8.2,2,0,1,0,7,2000,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,1458,598,2,7.3,1,0,0,1,8,7100,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,2,1946,2527,2,7.8,1,0,0,1,4,1300,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,2214,1737,2,8.2,2,0,1,0,7,1400,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,1988,304,2,8.3,2,0,0,1,8,1900,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,2736,938,2,8.4,2,0,0,1,8,500,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,1993,2375,2,7.0,1,2265,0,1,8,800,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,1715,2272,2,7.4,1,0,1,0,8,7200,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,2,1695,831,2,7.5,1,0,0,1,7,700,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,2336,4123,2,7.9,1,0,1,0,8,1900,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,1592,2917,2,7.7,1,1873,0,1,8,1400,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,2302,2750,2,8.7,3,0,1,1,8,800,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,1909,8394,2,7.5,1,0,0,1,8,1600,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,2074,4443,2,7.9,1,0,0,1,8,1800,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,1577,1031,2,7.9,1,0,1,0,4,2500,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,2,2311,764,2,8.2,2,0,0,1,8,400,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,1910,2322,2,8.0,2,0,0,1,7,1800,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,2,2514,437,2,9.2,4,0,0,1,8,6600,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
