check-in,check-out,TTT,LOS,Hotel Name,Price,Reviews,NumberOfNights,Locatins,Score,Score_in_the_description,priceBeforesale,Cancellation,prepayment,typeBed,DistanceFromCenter,Subway Access,Stars
26/03/2023,27/03/2023,1,1,Pod 39,428,"6,070",1,Murray Hill,8.1,Very Good,NaN,Not Free,Yes,Bunk Bed Room,2.1 km ,Subway Access,3
26/03/2023,27/03/2023,1,1,Executive Hotel Le Soleil New York,571,"2,510",1,Manhattan,8.2,Very Good,NaN,Not Free,Yes,Executive Queen Room,2 km ,Subway Access,4
26/03/2023,27/03/2023,1,1,Aliz Hotel Times Square,547,"3,630",1,Hell's Kitchen,7.8,Good,NaN,Not Free,Yes,King Room,1.6 km ,Subway Access,4
26/03/2023,27/03/2023,1,1,Four Points by Sheraton Midtown - Times Square,571,"1,879",1,Hell's Kitchen,7.7,Good,NaN,Not Free,Yes,King Room,1.6 km ,Subway Access,4
26/03/2023,27/03/2023,1,1,"Hotel Indigo - NYC Downtown - Wall Street, an IHG Hotel",464,569,1,Wall Street - Financial District,8.3,Very Good,NaN,Not Free,Yes,Standard Room with Queen Bed - Non-Smoking,7.3 km ,Subway Access,4
26/03/2023,27/03/2023,1,1,Four Points by Sheraton New York Downtown,410,"2,140",1,Wall Street - Financial District,7.2,Good,NaN,Not Free,Yes,"Guest Room, 1 King",7 km ,Subway Access,3
26/03/2023,27/03/2023,1,1,Hotel Indigo Lower East Side New York,607,733,1,Lower East Side,7.6,Good,NaN,Not Free,Yes,Executive King Room - Mobility Access Roll in Shower/Non-Smoking,5.2 km ,Subway Access,4
26/03/2023,27/03/2023,1,1,Embassy Suites By Hilton New York Manhattan Times Square,715,"4,141",1,Manhattan,7.9,Good,NaN,Not Free,Yes,1 King Bed City View,1.9 km ,Subway Access,4
26/03/2023,27/03/2023,1,1,Residence Inn New York Downtown Manhattan/Financial District,428,353,1,Wall Street - Financial District,7.5,Good,NaN,Not Free,Yes,"Studio, 1 King",7.1 km ,Subway Access,4
26/03/2023,27/03/2023,1,1,NoMo SoHo,566,542,1,SoHo,7.3,Good,NaN,Not Free,Yes,Classic Queen,5.6 km ,Subway Access,4
26/03/2023,27/03/2023,1,1,NU Hotel,444,737,1,Boerum Hill,7.9,Good,577,Not Free,Yes,Queen Room,8.8 km ,Subway Access,4
26/03/2023,27/03/2023,1,1,Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,701,"3,997",1,Hell's Kitchen,8.2,Very Good,NaN,Not Free,Yes,Double Room with Two Double Beds,2.1 km ,Subway Access,4
26/03/2023,27/03/2023,1,1,Hampton Inn Manhattan-35th St Empire State Bldg,607,"3,467",1,Manhattan,8.3,Very Good,NaN,Not Free,Yes,King Room,2 km ,Subway Access,4
26/03/2023,27/03/2023,1,1,Hampton Inn Seaport Financial District,600,"1,259",1,Wall Street - Financial District,7.9,Good,NaN,Not Free,Yes,King Room,6.8 km ,Subway Access,3
26/03/2023,27/03/2023,1,1,Warwick New York,701,"4,444",1,Manhattan,7.8,Good,NaN,Not Free,Yes,Premier King Bed,0.7 km ,Subway Access,4
26/03/2023,27/03/2023,1,1,SpringHill Suites by Marriott New York Manhattan/Times Square South,521,"4,156",1,Hell's Kitchen,8,Very Good,NaN,Not Free,Yes,1 Queen Bed,1.9 km ,Subway Access,4
26/03/2023,27/03/2023,1,1,Leo House,543,"2,948",1,Chelsea,7.8,Good,NaN,Not Free,Yes,Double Room with Shared Bathroom,2.9 km ,Subway Access,3
26/03/2023,27/03/2023,1,1,Doubletree By Hilton New York Times Square West,500,"14,212",1,Hell's Kitchen,7,Good,NaN,Not Free,Yes,One King Bed Standard,1.6 km ,Subway Access,4
26/03/2023,27/03/2023,1,1,WestHouse Hotel New York,687,771,1,Manhattan,8.2,Very Good,NaN,Not Free,Yes,King Room,400 m ,Subway Access,5
26/03/2023,27/03/2023,1,2,Graduate New York,"1,251","2,165",2,New York,8.5,Very Good,NaN,Not Free,Yes,Graduate King - Accessible,2.6 km ,Subway Access,4
26/03/2023,27/03/2023,1,2,Margaritaville Resort Times Square,"1,358","1,470",2,Manhattan,8.8,Excellent,NaN,Not Free,Yes,Deluxe King Room,1.5 km ,Subway Access,4
26/03/2023,27/03/2023,1,2,The Tillary Hotel Brooklyn,931,226,2,Downtown Brooklyn,7.5,Good,"1,035",Not Free,Yes,Queen Room,8 km ,Subway Access,4
26/03/2023,27/03/2023,1,2,Pod Brooklyn,819,"2,888",2,Williamsburg,8.2,Very Good,NaN,Not Free,Yes,Queen Pod,6.2 km ,Subway Access,3
26/03/2023,27/03/2023,1,2,Hyatt House Jersey City,"1,430","1,532",2,Jersey City,8.2,Very Good,NaN,Not Free,Yes,King Room,7.3 km ,,4
26/03/2023,27/03/2023,1,2,Pod Times Square,783,"13,015",2,Hell's Kitchen,8.1,Very Good,NaN,Not Free,Yes,Bunk Pod,1.4 km ,Subway Access,4
26/03/2023,27/03/2023,1,2,Holland Hotel Free Parking Jersey City,"1,071",965,2,Jersey City,8.3,Very Good,NaN,Not Free,Yes,Double Room with Two Double Beds - Non-Smoking,6.5 km ,,3
26/03/2023,27/03/2023,1,2,The Herald 8 by LuxUrban,"1,045","2,389",2,Manhattan,7.8,Good,NaN,Free,Yes,Suite,2 km ,Subway Access,Error
26/03/2023,27/03/2023,1,2,Sheraton Brooklyn New York,"1,042","1,815",2,Downtown Brooklyn,7.1,Good,NaN,Not Free,Yes,"Guest room, 2 Double",8.5 km ,Subway Access,4
26/03/2023,27/03/2023,1,2,Penny Williamsburg,983,480,2,Williamsburg,8.8,Excellent,NaN,Not Free,Yes,Queen,6.3 km ,Subway Access,4
26/03/2023,27/03/2023,1,2,Hampton Inn Manhattan Times Square North,999,"2,688",2,Hell's Kitchen,7.8,Good,NaN,Not Free,Yes,Queen Room,0.6 km ,Subway Access,3
26/03/2023,27/03/2023,1,2,SpringHill Suites by Marriott New York Midtown Manhattan/Park Ave,"1,358",54,2,Flatiron District,8.1,Very Good,NaN,Not Free,Yes,"Studio, 1 King",3.1 km ,Subway Access,3
26/03/2023,27/03/2023,1,2,City Club Hotel,682,"1,267",2,Manhattan,7.3,Good,NaN,Not Free,Yes,Petite Room,1.4 km ,Subway Access,4
26/03/2023,27/03/2023,1,2,Ravel Hotel Trademark Collection by Wyndham,981,"2,907",2,Long Island City,7.8,Good,NaN,Not Free,Yes,Queen Room,3.2 km ,,4
26/03/2023,27/03/2023,1,2,TBA Times Square,964,"8,543",2,Hell's Kitchen,7.5,Good,NaN,Not Free,Yes,Deluxe King Studio,1.6 km ,Subway Access,3
26/03/2023,27/03/2023,1,2,Sonesta Simply Suites Jersey City,"1,179",656,2,Jersey City,8.5,Very Good,NaN,Not Free,Yes,Studio Queen Suite with Roll-In Shower - Mobility Accessible,6.8 km ,,3
26/03/2023,27/03/2023,1,2,"The New Yorker, A Wyndham Hotel","1,048","9,092",2,Hell's Kitchen,7.7,Good,NaN,Not Free,Yes,Standard Queen Room with View,2 km ,Subway Access,4
26/03/2023,27/03/2023,1,2,The Cloud One New York-Downtown,"1,215",652,2,Wall Street - Financial District,8.2,Very Good,NaN,Not Free,Yes,Standard King Room,7 km ,Subway Access,4
26/03/2023,27/03/2023,1,2,West Side YMCA,791,"7,618",2,Upper West Side,6.6,Review score,931,Not Free,Yes,Bunk Bed Room with Shared Bathroom,350 m ,Subway Access,3
26/03/2023,27/03/2023,1,2,YOTEL New York Times Square,768,"3,832",2,Hell's Kitchen,7.1,Good,854,Not Free,Yes,Empire State Building View,1.5 km ,,4
26/03/2023,27/03/2023,1,2,TownePlace Suites by Marriott New York Manhattan/Chelsea,"1,179","2,468",2,Chelsea,8.1,Very Good,NaN,Not Free,Yes,King Studio with Kitchenette,2.5 km ,Subway Access,4
26/03/2023,27/03/2023,1,2,Hilton Garden Inn Times Square,"1,143","2,195",2,Manhattan,7.5,Good,NaN,Not Free,Yes,Corner King Room,0.9 km ,Subway Access,3
26/03/2023,27/03/2023,1,2,Millennium Downtown New York,964,"3,672",2,Wall Street - Financial District,7.3,Good,NaN,Not Free,Yes,Queen Room with Roll-In Shower - Disability Access,6.8 km ,Subway Access,4
26/03/2023,27/03/2023,1,2,The Tuscany Powered by LuxUrban,"1,217",132,2,Murray Hill,7.8,Good,NaN,Free,Yes,Deluxe Studio,2.1 km ,Subway Access,4
26/03/2023,27/03/2023,1,2,Hyatt Place New York City/Times Square,"1,143","15,257",2,Hell's Kitchen,7.6,Good,NaN,Not Free,Yes,King Room,1.7 km ,Subway Access,4
26/03/2023,27/03/2023,1,2,The Belvedere Hotel,927,"3,722",2,Hell's Kitchen,8.1,Very Good,NaN,Not Free,Yes,Standard King Room,0.9 km ,Subway Access,4
26/03/2023,27/03/2023,1,2,"Hotel Shocard Broadway, Times Square",755,"1,072",2,Manhattan,7.6,Good,NaN,Not Free,Yes,Queen Room,1.5 km ,Subway Access,3
26/03/2023,27/03/2023,1,2,M Social Hotel Times Square New York,"1,297","5,690",2,Manhattan,8.4,Very Good,"1,394",Not Free,Yes,Social City View King,0.6 km ,Subway Access,4
26/03/2023,27/03/2023,1,2,Courtyard New York Downtown Manhattan/Financial District,819,617,2,Wall Street - Financial District,7.3,Good,NaN,Not Free,Yes,"Guest room, 1 King, City view",7.1 km ,Subway Access,3
26/03/2023,27/03/2023,1,2,SpringHill Suites by Marriott New York Manhattan Chelsea,"1,215","4,017",2,Chelsea,8.2,Very Good,NaN,Not Free,Yes,King Room,2.5 km ,Subway Access,4
26/03/2023,27/03/2023,1,2,Fairfield Inn by Marriott New York Manhattan/Financial District,927,"2,301",2,Wall Street - Financial District,7.5,Good,NaN,Not Free,Yes,King Room,7.2 km ,Subway Access,3
26/03/2023,27/03/2023,1,2,Hilton Garden Inn New York Central Park South-Midtown West,"1,333","5,590",2,Manhattan,7.1,Good,NaN,Not Free,Yes,King Room with City View,450 m ,Subway Access,4
26/03/2023,27/03/2023,1,2,Nolitan Hotel SoHo - New York,"1,162","1,155",2,SoHo,7.9,Good,NaN,Not Free,Yes,Deluxe Queen Room,5.4 km ,Subway Access,4
26/03/2023,27/03/2023,1,2,Millennium Hotel Broadway Times Square,953,"5,956",2,Manhattan,7,Good,"1,058",Not Free,Yes,Standard King Room,1.3 km ,Subway Access,4
26/03/2023,27/03/2023,1,2,The Time New York,"1,014","1,221",2,Manhattan,7.5,Good,NaN,Not Free,Yes,Petite Full Room,0.8 km ,Subway Access,4
26/03/2023,27/03/2023,1,2,Hotel Edison Times Square,"1,029","11,138",2,Manhattan,7.3,Good,"1,143",Not Free,Yes,Classic 1 King Bed,1 km ,Subway Access,4
26/03/2023,27/03/2023,1,2,The FIDI Hotel,963,23,2,Wall Street - Financial District,8.9,Excellent,NaN,Not Free,Yes,Standard Full,7.6 km ,Subway Access,4
26/03/2023,27/03/2023,1,2,Hyatt Regency Jersey City,"2,365",889,2,Jersey City,8,Very Good,NaN,Not Free,Yes,King Room,7.1 km ,,4
26/03/2023,27/03/2023,1,2,Wyndham Garden Long Island City,"1,223",696,2,Long Island City,7.5,Good,NaN,Not Free,Yes,Standard King Room,3.2 km ,Subway Access,3
26/03/2023,27/03/2023,1,2,Element Times Square West,"1,143","5,532",2,Hell's Kitchen,7.5,Good,NaN,Not Free,Yes,"Guest Room, 1 King",1.6 km ,Subway Access,4
26/03/2023,27/03/2023,1,2,"Crowne Plaza Times Square Manhattan, an IHG Hotel","1,287","1,500",2,Manhattan,7.7,Good,NaN,Not Free,Yes,Traditional King Room - Non-Smoking,0.9 km ,Subway Access,4
26/03/2023,27/03/2023,1,2,Hilton Garden Inn New York - Times Square Central,"1,143","1,575",2,Manhattan,7.6,Good,NaN,Not Free,Yes,Queen Room with City View,1.5 km ,Subway Access,3
26/03/2023,27/03/2023,1,2,The Manhattan at Times Square,599,"4,147",2,Manhattan,5.6,Review score,855,Not Free,Yes,Standard Queen Room,0.7 km ,Subway Access,4
26/03/2023,27/03/2023,1,2,Hotel 32 32,976,745,2,Manhattan,6.8,Review score,"1,301",Not Free,Yes,Double Studio with balcony,2.4 km ,Subway Access,4
26/03/2023,27/03/2023,1,2,SoHo 54,747,"1,570",2,SoHo,6.8,Review score,NaN,Not Free,Yes,SoHo King,5.3 km ,Subway Access,3
