check-in,check-out,TTT,LOS,Hotel Name,Price,Reviews,NumberOfNights,Locatins,Score,Score_in_the_description,priceBeforesale,Cancellation,prepayment,typeBed,DistanceFromCenter,Subway Access,Stars
24/03/2023,26/03/2023,6,3,Executive Hotel Le Soleil New York,"2,685","2,493",3,Manhattan,8.2,Very Good,NaN,FREE,No,Executive Queen Suite,2 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Citadines Connect Fifth Avenue New York,"2,070","2,917",3,Manhattan,7.7,Good,"2,435",Not Free,Yes,Premier King Room,1.4 km ,Subway Access,3
24/03/2023,26/03/2023,6,3,Archer Hotel New York,"3,363",711,3,Manhattan,8.7,Excellent,NaN,FREE,No,Room Type Selected by Hotel,1.8 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,City Club Hotel,"2,235","1,256",3,Manhattan,7.3,Good,NaN,FREE,No,Petite Room,1.4 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,citizenM New York Bowery,"2,886","2,183",3,Lower East Side,8.8,Excellent,NaN,FREE,No,King Room,5.4 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Pod 39,"2,226","5,995",3,Murray Hill,8.1,Very Good,NaN,FREE,No,Bunk Bed Room,2.1 km ,Subway Access,3
24/03/2023,26/03/2023,6,3,Square Hotel at Times Square,"2,740","2,380",3,Manhattan,7,Good,NaN,FREE,No,Standard Queen Room,0.8 km ,Subway Access,3
24/03/2023,26/03/2023,6,3,The Muse New York,"2,629",952,3,Manhattan,8.2,Very Good,NaN,FREE,No,Deluxe King,1.1 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Hilton Garden Inn New York - Times Square Central,"3,014","1,555",3,Manhattan,7.6,Good,NaN,Not Free,Yes,King Room - Mobility Accessible,1.5 km ,Subway Access,3
24/03/2023,26/03/2023,6,3,Hilton Garden Inn New York/Midtown Park Avenue,"2,368",867,3,Manhattan,8,Very Good,NaN,Not Free,Yes,King Room,2.4 km ,Subway Access,3
24/03/2023,26/03/2023,6,3,Pestana Park Avenue,"2,718",821,3,Murray Hill,8.5,Very Good,"2,923",Not Free,Yes,Superior Room,1.9 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Hyatt Centric Midtown 5th Avenue New York,"2,960",229,3,Manhattan,7.8,Good,NaN,FREE,No,King Room with King Bed,1.9 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Aloft Manhattan Downtown - Financial District,"1,705","1,109",3,Wall Street - Financial District,7.5,Good,NaN,Free,Yes,"Guest Room, 1 King",6.8 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Empire Hotel,"3,436","2,513",3,Upper West Side,6.8,Review score,NaN,FREE,No,Superior King Room,400 m ,Subway Access,4
24/03/2023,26/03/2023,6,3,"Holiday Inn Express New York City Chelsea, an IHG Hotel","2,597","3,023",3,Chelsea,7.9,Good,NaN,Not Free,Yes,Twin Room - Disability Access/Hearing Accessible,2.4 km ,Subway Access,3
24/03/2023,26/03/2023,6,3,Hilton Garden Inn New York Times Square North,"2,889","2,338",3,Manhattan,7.7,Good,NaN,FREE,No,King Room with City View,1.3 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,The Belvedere Hotel,"2,763","3,690",3,Hell's Kitchen,8,Very Good,"3,070",FREE,No,Standard Room with Two Double Beds,0.9 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Lotte New York Palace,"6,363",330,3,Midtown East,8.1,Very Good,NaN,FREE,No,Cathedral View Room with King Bed,1.3 km ,Subway Access,5
24/03/2023,26/03/2023,6,3,Graduate New York,"2,400","2,139",3,New York,8.5,Very Good,"2,666",Free,Yes,Graduate King - Accessible,2.6 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,NoMo SoHo,"2,457",537,3,SoHo,7.3,Good,"2,730",FREE,No,Classic Queen,5.6 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Thompson Central Park - New York,"4,071",152,3,Manhattan,8.1,Very Good,NaN,FREE,No,King Room,0.5 km ,Subway Access,5
24/03/2023,26/03/2023,6,3,"Crowne Plaza HY36 Midtown Manhattan, an IHG Hotel","2,517",623,3,Hell's Kitchen,8.5,Very Good,NaN,Not Free,Yes,Leisure King Room - Non-Smoking,1.9 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Courtyard New York Manhattan/Times Square,"2,453","1,444",3,Manhattan,8.2,Very Good,NaN,Not Free,Yes,King Room,1.6 km ,Subway Access,3
24/03/2023,26/03/2023,6,3,Sheraton Tribeca New York Hotel,"2,564","2,437",3,Tribeca,7.6,Good,NaN,Not Free,Yes,Standard King Room,5.6 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Renaissance New York Chelsea Hotel,"2,796",540,3,Chelsea,7.8,Good,NaN,Not Free,Yes,"Guest Room, 1 King",2.8 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Hard Rock Hotel New York,"4,683","1,285",3,Manhattan,8.8,Excellent,NaN,FREE,No,Superior King Room,1 km ,Subway Access,5
24/03/2023,26/03/2023,6,3,Ace Hotel New York,"2,268","1,029",3,NoMad,7.9,Good,NaN,FREE,No,Single Room,2.5 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Moxy NYC East Village,"3,106","1,683",3,East Village,8.2,Very Good,NaN,FREE,No,"Guest room, 1 Queen",4.1 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,HGU New York,"2,541","1,530",3,Manhattan,7.4,Good,"2,989",FREE,No,Queen Deluxe,2.4 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Courtyard by Marriott New York World Trade Center Area,"1,955","2,465",3,Wall Street - Financial District,7.8,Good,NaN,Free,Yes,King Room,7.2 km ,Subway Access,3
24/03/2023,26/03/2023,6,3,Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,"3,070","5,200",3,Hell's Kitchen,8,Very Good,NaN,FREE,No,1 King Bed,1.9 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Walker Hotel Tribeca,"2,593","1,272",3,Chinatown,8.1,Very Good,NaN,Free,Yes,Walker Cozy King,5.8 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,"The Jewel Hotel, New York","3,297","1,659",3,Manhattan,8.6,Excellent,NaN,FREE,No,Deluxe Room,1 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Courtyard New York Manhattan/Midtown West,"2,908","2,306",3,Hudson Yards,8.6,Excellent,NaN,Not Free,Yes,"Guest room, 2 Queen",2.1 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Sixty LES,"2,796","1,050",3,Lower East Side,7.2,Good,"3,290",FREE,No,Junior Suite,5.2 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,"Club Quarters Hotel Times Square, New York","2,751","2,531",3,Manhattan,7.8,Good,NaN,Not Free,Yes,Standard Queen Room,1.3 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Pod 51,"1,896","7,063",3,Midtown East,7.8,Good,NaN,FREE,No,Standard Bunk Bed Room with Shared Bathroom,1.7 km ,Subway Access,3
24/03/2023,26/03/2023,6,3,The Benjamin Royal Sonesta New York,"2,837",587,3,Midtown East,7.6,Good,"3,546",FREE,No,Queen Room,1.5 km ,Subway Access,5
24/03/2023,26/03/2023,6,3,Lex Hotel NYC,"2,329",595,3,Kips Bay,8.1,Very Good,"2,740",Free,Yes,Queen Room,3 km ,Subway Access,3
24/03/2023,26/03/2023,6,3,Roxy Hotel New York,"3,106",942,3,Tribeca,8.4,Very Good,NaN,Not Free,Yes,Standard Room,5.8 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Renaissance New York Times Square Hotel,"3,158","1,325",3,Manhattan,8.5,Very Good,NaN,Not Free,Yes,King Room,1 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,"Staypineapple, An Artful Hotel, Midtown New York","2,360",735,3,Hell's Kitchen,8.7,Excellent,"2,622",FREE,No,Fashionista King w/ Communication Features,1.8 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Four Points by Sheraton Manhattan SoHo Village,"2,226",788,3,SoHo,7.6,Good,NaN,FREE,No,"Guest Room, 1 King",5 km ,Subway Access,3
24/03/2023,26/03/2023,6,3,"Le Meridien New York, Central Park by Marriott","3,730",432,3,Manhattan,7.1,Good,NaN,FREE,No,"Guest Room, 1 King, Cozy King",500 m ,Subway Access,5
24/03/2023,26/03/2023,6,3,The Gotham Hotel,"2,778",883,3,Midtown East,8.3,Very Good,NaN,Not Free,Yes,King Room with Balcony,1.4 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Arlo Midtown,"3,535","3,036",3,Hell's Kitchen,8.7,Excellent,NaN,FREE,No,Superior King Room,1.7 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Dream Midtown,"2,289",665,3,Manhattan,7.5,Good,NaN,FREE,No,Queen Room,400 m ,Subway Access,4
24/03/2023,26/03/2023,6,3,Pestana CR7 Times Square,"2,488","1,389",3,Hell's Kitchen,8.1,Very Good,"2,618",Not Free,Yes,Comfort Plus,1.6 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Park Central,"2,923","2,595",3,Manhattan,7.6,Good,NaN,Not Free,Yes,Classic Room with Two Double Beds,400 m ,Subway Access,4
24/03/2023,26/03/2023,6,3,Cambria Hotel New York - Chelsea,"2,961","2,572",3,Chelsea,8,Very Good,NaN,FREE,No,King Room with Sofa Bed - Non-Smoking,2.5 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Riu Plaza New York Times Square,"3,938","6,361",3,Hell's Kitchen,8.4,Very Good,"5,469",FREE,No,Executive King Room,1 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Hotel 48LEX New York,"2,082",302,3,Midtown East,7.1,Good,"2,776",FREE,No,Queen Studio,1.6 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Hilton Garden Inn West 35th Street,"2,505","2,496",3,Manhattan,8.3,Very Good,NaN,FREE,No,King Room,2 km ,Subway Access,3
24/03/2023,26/03/2023,6,3,Hotel Boutique at Grand Central,"2,270","1,460",3,Midtown East,7.7,Good,NaN,Not Free,Yes,Standard Queen Room,1.8 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,TownePlace Suites by Marriott New York Manhattan/Times Square,"3,180","1,456",3,Hell's Kitchen,8.2,Very Good,NaN,FREE,No,King Studio - Hearing Accessible,1.2 km ,Subway Access,3
24/03/2023,26/03/2023,6,3,Hyatt Centric Wall Street New York,"2,409",228,3,Wall Street - Financial District,8.5,Very Good,NaN,FREE,No,King Room,7.3 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Hotel Belleclaire Central Park,"3,348","2,258",3,Upper West Side,8.1,Very Good,NaN,FREE,No,Standard 1 Full,1.6 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Hyatt Centric Times Square New York,"3,910",621,3,Manhattan,8.3,Very Good,NaN,FREE,No,King Room with View,1.2 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,AC Hotel by Marriott New York Downtown,"2,483","1,597",3,Wall Street - Financial District,8.5,Very Good,NaN,FREE,No,King Room with River View and Adapted Tub - Mobility Accessible,7.2 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Hotel 32 32,"2,762",743,3,Manhattan,6.8,Review score,"3,682",Not Free,Yes,Double Studio with balcony,2.4 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,The Renwick,"2,268","1,038",3,Murray Hill,8.2,Very Good,"2,519",Free,Yes,Gallery King,2 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Sheraton New York Times Square Hotel,"2,703",972,3,Manhattan,7.4,Good,NaN,Not Free,Yes,Traditional Queen Room with Adapted Tub - Mobility and Hearing Accessible,0.6 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,"The Lexington Hotel, Autograph Collection","2,629",338,3,Midtown East,7.9,Good,NaN,FREE,No,Standard Queen Room - Hearing Accessible,1.6 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,"InterContinental New York Times Square, an IHG Hotel","3,158","1,356",3,Hell's Kitchen,8.1,Very Good,NaN,Not Free,Yes,Classic King Room with Roll-In Shower - Mobility Access,1.2 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,New York Hilton Midtown,"2,855",834,3,Manhattan,7.5,Good,NaN,Not Free,Yes,Urban 1 Queen Bed,0.7 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,SIXTY SoHo,"4,243",733,3,SoHo,8.2,Very Good,NaN,FREE,No,Superior Queen Room,5.2 km ,Subway Access,5
24/03/2023,26/03/2023,6,3,Freehand New York,"2,106","1,176",3,Gramercy,7.9,Good,NaN,Not Free,Yes,Premium Queen,3.1 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,DoubleTree by Hilton Hotel New York City - Chelsea,"2,422","1,230",3,Chelsea,7.3,Good,NaN,FREE,No,King Room,2.5 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Doubletree By Hilton New York Times Square West,"2,417","14,195",3,Hell's Kitchen,7,Good,NaN,FREE,No,One King Bed Hearing Accessible,1.6 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,AC Hotel by Marriott New York Times Square,"2,996",696,3,Manhattan,8.3,Very Good,NaN,Free,Yes,Standard King Room,1.6 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Concorde Hotel New York,"3,326","1,250",3,Midtown East,8.6,Excellent,NaN,FREE,No,Deluxe Guest Room,1.3 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Conrad New York Downtown,"4,370",437,3,Battery Park,9.2,Wonderful,NaN,Not Free,Yes,Deluxe King Suite with Sofa Bed,6.6 km ,Subway Access,5
24/03/2023,26/03/2023,6,3,NH Collection New York Madison Avenue,"3,425","1,184",3,Murray Hill,8.2,Very Good,NaN,FREE,No,Superior Twin Room,2 km ,Subway Access,4
24/03/2023,26/03/2023,6,3,Hampton Inn Times Square Central,"3,037","2,265",3,Manhattan,8.2,Very Good,NaN,FREE,No,King Room,1.5 km ,Subway Access,3
24/03/2023,27/03/2023,6,4,The Evelyn NoMad,"3,656","2,610",4,NoMad,7.6,Good,"5,222",FREE,No,Deluxe Queen Room,2.7 km ,Subway Access,5
24/03/2023,27/03/2023,6,4,TownePlace Suites by Marriott New York Manhattan/Chelsea,"3,407","2,417",4,Chelsea,8.1,Very Good,NaN,Not Free,Yes,King Studio with Kitchenette,2.5 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,The Cloud One New York-Downtown,"2,699",582,4,Wall Street - Financial District,8.2,Very Good,NaN,FREE,No,Standard King Room,7 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,SpringHill Suites by Marriott New York Manhattan Chelsea,"3,297","3,927",4,Chelsea,8.2,Very Good,NaN,Not Free,Yes,King Room,2.5 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Hilton Garden Inn Times Square,"3,232","2,184",4,Manhattan,7.5,Good,NaN,Not Free,Yes,King Room,0.9 km ,Subway Access,3
24/03/2023,27/03/2023,6,4,MOXY NYC Times Square,"3,011","8,719",4,Manhattan,8,Very Good,NaN,FREE,No,Double Room,1.9 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Hyatt Place NYC Chelsea,"3,799","6,673",4,Chelsea,8,Very Good,NaN,FREE,No,King Room,2.8 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Hampton Inn Manhattan Times Square North,"3,772","2,669",4,Hell's Kitchen,7.8,Good,NaN,Not Free,Yes,King Room,0.6 km ,Subway Access,3
24/03/2023,27/03/2023,6,4,CIVILIAN Hotel,"3,579","1,233",4,Hell's Kitchen,8.5,Very Good,NaN,Free,Yes,Double Room,0.9 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Fairfield Inn by Marriott New York Manhattan/Financial District,"2,358","2,275",4,Wall Street - Financial District,7.5,Good,NaN,FREE,No,King Room,7.2 km ,Subway Access,3
24/03/2023,27/03/2023,6,4,33 Seaport Hotel New York,"3,422",280,4,Wall Street - Financial District,8.6,Excellent,"4,278",Free,Yes,Superior Courtyard King,6.9 km ,,5
24/03/2023,27/03/2023,6,4,Hilton Garden Inn New York Central Park South-Midtown West,"3,272","5,538",4,Manhattan,7.1,Good,NaN,Not Free,Yes,King Room with City View,450 m ,Subway Access,4
24/03/2023,27/03/2023,6,4,Millennium Downtown New York,"2,289","3,630",4,Wall Street - Financial District,7.3,Good,"2,693",FREE,No,Superior King Room,6.8 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Hyatt Place New York City/Times Square,"3,506","15,115",4,Hell's Kitchen,7.6,Good,NaN,FREE,No,King Room,1.7 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,"The New Yorker, A Wyndham Hotel","2,949","9,013",4,Hell's Kitchen,7.7,Good,NaN,Not Free,Yes,Standard Queen Room with View,2 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Hotel Edison Times Square,"3,279","11,100",4,Manhattan,7.3,Good,NaN,FREE,No,Signature 1 Queen Bed,1 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Hampton Inn Manhattan-35th St Empire State Bldg,"3,340","3,455",4,Manhattan,8.3,Very Good,NaN,Not Free,Yes,King Room,2 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Park Terrace Hotel,"4,005","2,399",4,Manhattan,8.7,Excellent,NaN,Not Free,Yes,Classic Room,1.7 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,U Hotel Fifth Avenue I Empire State Building,"2,399","1,711",4,Manhattan,7.9,Good,"2,822",FREE,No,Queen Room,2.1 km ,Subway Access,3
24/03/2023,27/03/2023,6,4,Artezen Hotel,"2,980",899,4,Wall Street - Financial District,9,Wonderful,NaN,Not Free,Yes,Deluxe King Room,6.9 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,"InterContinental New York Barclay Hotel, an IHG Hotel","3,763",899,4,Midtown East,8,Very Good,NaN,FREE,No,Classic Double Room,1.5 km ,Subway Access,5
24/03/2023,27/03/2023,6,4,Millennium Hotel Broadway Times Square,"2,902","5,914",4,Manhattan,7,Good,"3,414",FREE,No,Queen Room with Bath Tub - Hearing/Mobility Accessible,1.3 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,"The Draper New York, Tapestry Collection by Hilton","3,664","1,031",4,Manhattan,8.4,Very Good,NaN,Not Free,Yes,King Room,1.9 km ,Subway Access,3
24/03/2023,27/03/2023,6,4,M Social Hotel Times Square New York,"4,449","5,632",4,Manhattan,8.4,Very Good,"4,944",FREE,No,Social Superior Hudson River View King,0.6 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Moxy NYC Chelsea,"3,517","3,723",4,Chelsea,8.3,Very Good,NaN,FREE,No,King Room,2.5 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Sofitel New York,"3,789",523,4,Manhattan,7.5,Good,NaN,Not Free,Yes,Superior Queen Room,1.4 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Ink 48 Hotel,"3,326","1,326",4,Hell's Kitchen,7.9,Good,NaN,FREE,No,King Room,1.2 km ,,4
24/03/2023,27/03/2023,6,4,Hyatt Grand Central New York,"2,432","1,201",4,Midtown East,7.3,Good,NaN,Not Free,Yes,One King Bed,1.9 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,"4,291","3,969",4,Hell's Kitchen,8.2,Very Good,NaN,Not Free,Yes,King Room,2.1 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Warwick New York,"3,557","4,421",4,Manhattan,7.8,Good,NaN,Free,Yes,Premier King Bed,0.7 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,YOTEL New York Times Square,"2,770","3,811",4,Hell's Kitchen,7.1,Good,"3,463",Not Free,Yes,Empire State Building View,1.5 km ,,4
24/03/2023,27/03/2023,6,4,TBA Times Square,"3,109","8,416",4,Hell's Kitchen,7.5,Good,NaN,FREE,No,Studio - Disability Access,1.6 km ,Subway Access,3
24/03/2023,27/03/2023,6,4,The Moore,"3,451",870,4,Chelsea,8.5,Very Good,NaN,Free,Yes,Studio Queen,3 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Royalton Park Avenue,"3,502",972,4,NoMad,8.2,Very Good,NaN,FREE,No,Superior Queen Room,2.7 km ,Subway Access,5
24/03/2023,27/03/2023,6,4,Nolitan Hotel SoHo - New York,"3,070","1,153",4,SoHo,7.9,Good,"3,612",FREE,No,Deluxe Queen Room,5.4 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Concorde Hotel New York,"3,777","1,250",4,Midtown East,8.6,Excellent,"4,606",Not Free,Yes,Deluxe Guest Room,1.3 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Element Times Square West,"3,708","5,481",4,Hell's Kitchen,7.5,Good,NaN,FREE,No,"Studio, 1 King",1.6 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Iberostar 70 Park Avenue,"2,856",537,4,Murray Hill,8.3,Very Good,"4,080",Not Free,Yes,King Deluxe Park Avenue,2 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Hilton New York Times Square,"3,042",90,4,Manhattan,7.9,Good,NaN,Not Free,Yes,King Room,1.4 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,1 Hotel Central Park,"6,081",491,4,Manhattan,8.4,Very Good,"10,668",Not Free,Yes,Queen Room,0.6 km ,Subway Access,5
24/03/2023,27/03/2023,6,4,SpringHill Suites by Marriott New York Manhattan/Times Square South,"3,326","4,131",4,Hell's Kitchen,8,Very Good,NaN,FREE,No,1 Queen Bed,1.9 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Iroquois New York Times Square,"3,865","1,739",4,Manhattan,8.2,Very Good,NaN,FREE,No,Superior Queen Room,1.4 km ,Subway Access,5
24/03/2023,27/03/2023,6,4,Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,"3,238","5,200",4,Hell's Kitchen,8,Very Good,NaN,FREE,No,1 King Bed,1.9 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,"Hotel Shocard Broadway, Times Square","2,425","1,056",4,Manhattan,7.6,Good,"2,787",FREE,No,Queen Room,1.5 km ,Subway Access,3
24/03/2023,27/03/2023,6,4,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,"2,792","2,934",4,Wall Street - Financial District,8.5,Very Good,NaN,FREE,No,King Room,7.7 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Residence Inn by Marriott New York Manhattan/Central Park,"5,035","1,277",4,Manhattan,8.4,Very Good,NaN,Not Free,Yes,King Studio,450 m ,Subway Access,4
24/03/2023,27/03/2023,6,4,Wingate by Wyndham New York Midtown South/5th Ave,"2,998","1,505",4,Manhattan,7.9,Good,NaN,FREE,No,King Room - Non-Smoking,1.9 km ,Subway Access,3
24/03/2023,27/03/2023,6,4,"Hotel 50 Bowery, part of JdV by Hyatt","3,155",829,4,Chinatown,8.6,Excellent,NaN,Free,Yes,King Room,5.9 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Motto by Hilton New York City Chelsea,"3,759","1,205",4,Chelsea,8.8,Excellent,NaN,FREE,No,King Room,2.8 km ,Subway Access,5
24/03/2023,27/03/2023,6,4,Courtyard New York Downtown Manhattan/Financial District,"2,442",602,4,Wall Street - Financial District,7.3,Good,NaN,FREE,No,"Guest room, 1 King, City view",7.1 km ,Subway Access,3
24/03/2023,27/03/2023,6,4,"The Beekman Tower, Trademark Collection by Wyndham","3,359",699,4,Midtown East,8.1,Very Good,NaN,Free,Yes,"1 Queen Bed, Studio Apartment, Non-Smoking",2.1 km ,,4
24/03/2023,27/03/2023,6,4,The Belvedere Hotel,"3,419","3,690",4,Hell's Kitchen,8,Very Good,"3,799",FREE,No,Standard Room with Two Double Beds,0.9 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,"Staypineapple, An Artful Hotel, Midtown New York","2,951",735,4,Hell's Kitchen,8.7,Excellent,"3,279",FREE,No,Fashionista King w/ Communication Features,1.8 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Citadines Connect Fifth Avenue New York,"2,690","2,917",4,Manhattan,7.7,Good,"3,165",Not Free,Yes,Premier King Room,1.4 km ,Subway Access,3
24/03/2023,27/03/2023,6,4,Arlo Midtown,"3,978","3,036",4,Hell's Kitchen,8.7,Excellent,"4,680",FREE,No,King Urban,1.7 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,The Manhattan at Times Square,"2,547","4,086",4,Manhattan,5.6,Review score,"3,396",Free,Yes,Standard Queen Room,0.7 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Pod 39,"2,637","5,995",4,Murray Hill,8.1,Very Good,"3,066",FREE,No,Double Room,2.1 km ,Subway Access,3
24/03/2023,27/03/2023,6,4,Embassy Suites By Hilton New York Manhattan Times Square,"3,920","4,125",4,Manhattan,7.9,Good,NaN,Not Free,Yes,King Studio Suite - Hearing Accessible,1.9 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Times Square EDITION New York,"5,794",676,4,Manhattan,8.5,Very Good,NaN,FREE,No,King Room with City View,1 km ,Subway Access,5
24/03/2023,27/03/2023,6,4,citizenM New York Times Square,"4,001","2,751",4,Manhattan,8.7,Excellent,NaN,Free,Yes,King Room,0.8 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue,"3,495",306,4,Manhattan,8.3,Very Good,NaN,FREE,No,King Studio,1.9 km ,Subway Access,3
24/03/2023,27/03/2023,6,4,Omni Berkshire Place,"3,884",536,4,Midtown East,8.7,Excellent,NaN,FREE,No,Deluxe King Room,1.1 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,The Fifty Sonesta Select New York,"3,070",742,4,Midtown East,8,Very Good,"4,093",FREE,No,King Room,1.6 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Hilton Garden Inn New York Times Square South,"3,522","2,694",4,Hell's Kitchen,8.1,Very Good,NaN,FREE,No,King Room,1.8 km ,Subway Access,3
24/03/2023,27/03/2023,6,4,citizenM New York Bowery,"3,689","2,183",4,Lower East Side,8.8,Excellent,NaN,FREE,No,King Room,5.4 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Four Points by Sheraton Manhattan SoHo Village,"2,450",788,4,SoHo,7.6,Good,"2,883",FREE,No,"Guest Room, 1 King",5 km ,Subway Access,3
24/03/2023,27/03/2023,6,4,Hyatt House New York/Chelsea,"4,093",543,4,Chelsea,8.1,Very Good,NaN,Free,Yes,Studio King Suite with Kitchen,2.5 km ,Subway Access,3
24/03/2023,27/03/2023,6,4,Pod 51,"2,037","7,063",4,Midtown East,7.8,Good,"2,369",FREE,No,Standard Bunk Bed Room with Shared Bathroom,1.7 km ,Subway Access,3
24/03/2023,27/03/2023,6,4,Moxy NYC Downtown,"2,858",417,4,Wall Street - Financial District,8.1,Very Good,NaN,Not Free,Yes,Queen Room,6.7 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,Sixty LES,"2,922","1,050",4,Lower East Side,7.2,Good,"3,653",FREE,No,Queen Studio,5.2 km ,Subway Access,4
24/03/2023,27/03/2023,6,4,"Holiday Inn Express - Times Square South, an IHG Hotel","3,612","3,280",4,Manhattan,7.7,Good,NaN,Not Free,Yes,King Room - Non-Smoking,2 km ,Subway Access,3
24/03/2023,27/03/2023,6,4,"Hotel Indigo NYC Financial District, an IHG Hotel","2,559",83,4,Wall Street - Financial District,8.8,Excellent,NaN,Not Free,Yes,King Room with Mobility Accessible Transfer Shower,7.2 km ,Subway Access,3
24/03/2023,27/03/2023,6,4,Hilton Garden Inn New York - Times Square Central,"3,718","1,555",4,Manhattan,7.6,Good,NaN,Not Free,Yes,Queen Room with City View,1.5 km ,Subway Access,3
