check-in,check-out,TTT,LOS,Hotel Name,Price,Reviews,NumberOfNights,Locatins,Score,Score_in_the_description,priceBeforesale,Cancellation,prepayment,typeBed,DistanceFromCenter,Subway Access,Stars
19/03/2023,20/03/2023,1,1,Iroquois New York Times Square,752,"1,739",1,Manhattan,8.2,Very Good,NaN,Not Free,Yes,Superior Queen Room,1.4 km ,Subway Access,5
19/03/2023,20/03/2023,1,1,Leon Hotel LES,363,"1,328",1,Lower East Side,8.1,Very Good,NaN,Not Free,Yes,Studio with Two Double Beds,5.9 km ,Subway Access,3
19/03/2023,20/03/2023,1,1,The Moore,644,870,1,Chelsea,8.5,Very Good,NaN,Not Free,Yes,Accessible Queen,3 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Hampton Inn Manhattan-35th St Empire State Bldg,638,"3,455",1,Manhattan,8.3,Very Good,NaN,Not Free,Yes,King Room,2 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Ink 48 Hotel,632,"1,326",1,Hell's Kitchen,7.9,Good,NaN,Not Free,Yes,Deluxe Queen Room with Two Queen Beds,1.2 km ,,4
19/03/2023,20/03/2023,1,1,"Hotel Indigo NYC Financial District, an IHG Hotel",436,83,1,Wall Street - Financial District,8.8,Excellent,NaN,Not Free,Yes,King Room with Mobility Accessible Transfer Shower,7.2 km ,Subway Access,3
19/03/2023,20/03/2023,1,1,Hyatt Centric Midtown 5th Avenue New York,620,229,1,Manhattan,7.8,Good,NaN,Not Free,Yes,King Room with King Bed,1.9 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Hotel St. James,730,"1,448",1,Manhattan,7.9,Good,NaN,Not Free,Yes,One Queen Bed Room,1.2 km ,Subway Access,2
19/03/2023,20/03/2023,1,1,DoubleTree by Hilton Hotel New York City - Chelsea,508,"1,230",1,Chelsea,7.3,Good,NaN,Not Free,Yes,Double Room with Two Double Beds,2.5 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,"Holiday Inn Express - Times Square South, an IHG Hotel",583,"3,280",1,Manhattan,7.7,Good,NaN,Not Free,Yes,King Room - Non-Smoking,2 km ,Subway Access,3
19/03/2023,20/03/2023,1,1,"Holiday Inn Express New York City Chelsea, an IHG Hotel",583,"3,023",1,Chelsea,7.9,Good,NaN,Not Free,Yes,King Room,2.4 km ,Subway Access,3
19/03/2023,20/03/2023,1,1,Riu Plaza New York Times Square,654,"6,361",1,Hell's Kitchen,8.4,Very Good,909,Not Free,Yes,Deluxe King Room,1 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Hilton Garden Inn New York Times Square North,620,"2,338",1,Manhattan,7.7,Good,NaN,Not Free,Yes,King Room,1.3 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Warwick New York,752,"4,421",1,Manhattan,7.8,Good,NaN,Not Free,Yes,Premier King Bed,0.7 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Arlo NoMad,693,"2,419",1,NoMad,8.1,Very Good,NaN,Not Free,Yes,Twin Room,2.4 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,SpringHill Suites by Marriott New York Manhattan/Times Square South,546,"4,131",1,Hell's Kitchen,8,Very Good,NaN,Not Free,Yes,1 Queen Bed,1.9 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Paramount Hotel Times Square,363,"2,493",1,Manhattan,6.5,Review score,NaN,Not Free,Yes,Double Room - Disability Access,1 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Hampton Inn Times Square Central,546,"2,265",1,Manhattan,8.2,Very Good,NaN,Not Free,Yes,King Room - Disability Access/Hearing Accessible,1.5 km ,Subway Access,3
19/03/2023,20/03/2023,1,1,Hilton Garden Inn New York Times Square South,546,"2,694",1,Hell's Kitchen,8.1,Very Good,NaN,Not Free,Yes,King Room - Hearing Accessible,1.8 km ,Subway Access,3
19/03/2023,20/03/2023,1,1,11 Howard,656,304,1,SoHo,7.3,Good,NaN,Not Free,Yes,Queen Room,5.6 km ,Subway Access,5
19/03/2023,20/03/2023,1,1,Doubletree By Hilton New York Times Square West,546,"14,195",1,Hell's Kitchen,7,Good,NaN,Not Free,Yes,One King Bed Hearing Accessible,1.6 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,INNSiDE by Meliá New York Nomad,495,688,1,Chelsea,8.4,Very Good,NaN,Not Free,Yes,The INNSiDE Room - Queen,2.6 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Empire Hotel,730,"2,513",1,Upper West Side,6.8,Review score,NaN,Not Free,Yes,Standard Queen Room,400 m ,Subway Access,4
19/03/2023,20/03/2023,1,1,NoMo SoHo,621,537,1,SoHo,7.3,Good,NaN,Not Free,Yes,Classic Queen,5.6 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Embassy Suites By Hilton New York Manhattan Times Square,704,"4,125",1,Manhattan,7.9,Good,NaN,Not Free,Yes,1 King Bed Studio with Sofa,1.9 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,656,"4,556",1,Hell's Kitchen,7.6,Good,NaN,Not Free,Yes,King Room,1.6 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Moxy NYC East Village,620,"1,683",1,East Village,8.2,Very Good,NaN,Not Free,Yes,"Guest room, 1 Queen",4.1 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,The Blakely by LuxUrban,566,"2,513",1,Manhattan,7.8,Good,NaN,Free,Yes,Standard Queen Room,0.5 km ,Subway Access,Error
19/03/2023,20/03/2023,1,1,WestHouse Hotel New York,731,764,1,Manhattan,8.2,Very Good,NaN,Not Free,Yes,King Room,400 m ,Subway Access,5
19/03/2023,20/03/2023,1,1,Hilton New York Times Square,682,90,1,Manhattan,7.9,Good,NaN,Not Free,Yes,King Room,1.4 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,HGU New York,642,"1,530",1,Manhattan,7.4,Good,NaN,Not Free,Yes,Queen Standard,2.4 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Dream Midtown,610,665,1,Manhattan,7.5,Good,NaN,Not Free,Yes,Accessible Queen,400 m ,Subway Access,4
19/03/2023,20/03/2023,1,1,Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,400,681,1,Chelsea,7.5,Good,NaN,Not Free,Yes,King Room,2.6 km ,Subway Access,3
19/03/2023,20/03/2023,1,1,Park Central,700,"2,595",1,Manhattan,7.6,Good,NaN,Not Free,Yes,Premier King Room,400 m ,Subway Access,4
19/03/2023,20/03/2023,1,1,LUMA Hotel - Times Square,752,"2,146",1,Manhattan,9,Wonderful,NaN,Not Free,Yes,Urban King Bed Studio - Accessible Bathtub,1.5 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Residence Inn by Marriott New York Manhattan/Times Square,803,"3,131",1,Manhattan,8.1,Very Good,NaN,Not Free,Yes,King Studio with Sofa Bed,1.7 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Motto by Hilton New York City Chelsea,656,"1,205",1,Chelsea,8.8,Excellent,NaN,Not Free,Yes,Room with Murphy Bed,2.8 km ,Subway Access,5
19/03/2023,20/03/2023,1,1,The Manhattan Club,821,"1,726",1,Manhattan,8,Very Good,NaN,Not Free,Yes,Metropolitan Suite,350 m ,Subway Access,4
19/03/2023,20/03/2023,1,1,Walker Hotel Tribeca,620,"1,272",1,Chinatown,8.1,Very Good,NaN,Not Free,Yes,Walker Queen Room,5.8 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,citizenM New York Bowery,656,"2,183",1,Lower East Side,8.8,Excellent,NaN,Not Free,Yes,King Room,5.4 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,803,"1,047",1,Hell's Kitchen,7.9,Good,NaN,Not Free,Yes,Double Room with Two Double Beds,0.7 km ,,3
19/03/2023,20/03/2023,1,1,"Le Meridien New York, Central Park by Marriott",946,432,1,Manhattan,7.1,Good,NaN,Not Free,Yes,"Guest Room, 1 King, Cozy King",500 m ,Subway Access,5
19/03/2023,20/03/2023,1,1,Hotel Boutique at Grand Central,583,"1,460",1,Midtown East,7.7,Good,NaN,Not Free,Yes,Small Queen Room,1.8 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Hotel Belleclaire Central Park,730,"2,258",1,Upper West Side,8.1,Very Good,NaN,Not Free,Yes,Standard 1 Full,1.6 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,"The Jewel Hotel, New York",766,"1,659",1,Manhattan,8.6,Excellent,NaN,Not Free,Yes,Superior Room,1 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Hotel 57,510,527,1,Midtown East,7.8,Good,NaN,Not Free,Yes,Standard Double Room,1.3 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Pestana Park Avenue,701,821,1,Murray Hill,8.5,Very Good,876,Not Free,Yes,Classic Room - Disability Access,1.9 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Royalton Park Avenue,722,972,1,NoMad,8.2,Very Good,NaN,Not Free,Yes,Superior Queen Room,2.7 km ,Subway Access,5
19/03/2023,20/03/2023,1,1,Roxy Hotel New York,730,942,1,Tribeca,8.4,Very Good,NaN,Not Free,Yes,Standard Room,5.8 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,1 Hotel Central Park,"1,501",491,1,Manhattan,8.4,Very Good,"2,501",Not Free,Yes,Queen Room,0.6 km ,Subway Access,5
19/03/2023,20/03/2023,1,1,Arlo Midtown,730,"3,036",1,Hell's Kitchen,8.7,Excellent,NaN,Not Free,Yes,Superior King Room,1.7 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Hampton Inn Manhattan Chelsea,583,"1,453",1,Chelsea,7.8,Good,NaN,Not Free,Yes,King Room,2.9 km ,Subway Access,3
19/03/2023,20/03/2023,1,1,Four Points by Sheraton Manhattan Chelsea,473,979,1,Chelsea,7,Good,NaN,Not Free,Yes,"Guest room, 2 Double",2.8 km ,Subway Access,3
19/03/2023,20/03/2023,1,1,Arlo SoHo,689,"2,404",1,SoHo,7.9,Good,NaN,Not Free,Yes,Queen Room with Courtyard View,5.3 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,"Crowne Plaza HY36 Midtown Manhattan, an IHG Hotel",620,623,1,Hell's Kitchen,8.5,Very Good,NaN,Not Free,Yes,Leisure King Room - Non-Smoking,1.9 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,583,"2,934",1,Wall Street - Financial District,8.5,Very Good,NaN,Not Free,Yes,King Room,7.7 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,TownePlace Suites by Marriott New York Manhattan/Times Square,693,"1,456",1,Hell's Kitchen,8.2,Very Good,NaN,Not Free,Yes,Queen Studio,1.2 km ,Subway Access,3
19/03/2023,20/03/2023,1,1,Courtyard by Marriott Times Square West,583,"1,800",1,Hell's Kitchen,8.2,Very Good,NaN,Not Free,Yes,King Room,1.8 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Sixty LES,766,"1,050",1,Lower East Side,7.2,Good,NaN,Not Free,Yes,Queen Studio,5.2 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Sofitel New York,954,523,1,Manhattan,7.5,Good,NaN,Not Free,Yes,Superior Queen Room,1.4 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Archer Hotel New York,803,711,1,Manhattan,8.7,Excellent,NaN,Not Free,Yes,Room Type Selected by Hotel,1.8 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,TRYP by Wyndham New York City Times Square - Midtown,519,"2,207",1,Hell's Kitchen,6.9,Review score,NaN,Not Free,Yes,Queen Room,1.9 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,"Martinique New York on Broadway, Curio Collection by Hilton",583,583,1,Manhattan,8.1,Very Good,NaN,Not Free,Yes,Double Room,2.3 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,"Staypineapple, An Artful Hotel, Midtown New York",538,735,1,Hell's Kitchen,8.7,Excellent,598,Not Free,Yes,Fashionista King,1.8 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Carlton Arms Hotel,407,"1,080",1,Gramercy,7.5,Good,NaN,Not Free,Yes,Double Room with Shared Bathroom,3.1 km ,Subway Access,2
19/03/2023,20/03/2023,1,1,Hilton Club West 57th Street New York,"1,427",72,1,Manhattan,8.6,Excellent,NaN,Not Free,Yes,King Studio,0.5 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Citadines Connect Fifth Avenue New York,601,"2,917",1,Manhattan,7.7,Good,NaN,Not Free,Yes,Premier King Room,1.4 km ,Subway Access,3
19/03/2023,20/03/2023,1,1,Hard Rock Hotel New York,"1,207","1,285",1,Manhattan,8.8,Excellent,NaN,Not Free,Yes,Standard King Room,1 km ,Subway Access,5
19/03/2023,20/03/2023,1,1,The Allen Hotel,397,"1,386",1,Lower East Side,7.9,Good,467,Not Free,Yes,King Room with Balcony,5.6 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,"InterContinental New York Barclay Hotel, an IHG Hotel",950,899,1,Midtown East,8,Very Good,NaN,Not Free,Yes,Classic Queen Room with Mobility Accessible Roll-In Shower,1.5 km ,Subway Access,5
19/03/2023,20/03/2023,1,1,Four Points by Sheraton Midtown - Times Square,656,"1,875",1,Hell's Kitchen,7.7,Good,NaN,Not Free,Yes,King Room,1.6 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Hyatt Place New York/Midtown-South,785,"2,159",1,Manhattan,8.1,Very Good,NaN,Not Free,Yes,King Room,2 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Freehand New York,572,"1,176",1,Gramercy,7.9,Good,NaN,Not Free,Yes,Three's Company,3.1 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Dream Downtown,642,664,1,Chelsea,7.2,Good,NaN,Not Free,Yes,Queen Room,3.4 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Residence Inn by Marriott New York Manhattan/Central Park,"1,207","1,277",1,Manhattan,8.4,Very Good,NaN,Not Free,Yes,Standard Studio with Times Square View,450 m ,Subway Access,4
19/03/2023,20/03/2023,1,1,Courtyard by Marriott New York Manhattan / Soho,656,272,1,SoHo,7.9,Good,NaN,Not Free,Yes,King Room,4.9 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Refinery Hotel - New York,822,276,1,Manhattan,8.2,Very Good,913,Not Free,Yes,Studio Queen Room,1.8 km ,Subway Access,5
19/03/2023,20/03/2023,1,1,Walker Hotel Greenwich Village,803,814,1,Greenwich Village,8.4,Very Good,NaN,Not Free,Yes,Double Room with Two Double Beds (The Bedford),3.7 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Cambria Hotel New York - Chelsea,583,"2,572",1,Chelsea,8,Very Good,NaN,Not Free,Yes,King Room with Sofa Bed - Non-Smoking,2.5 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Hyatt Centric Times Square New York,950,621,1,Manhattan,8.3,Very Good,NaN,Not Free,Yes,King Room,1.2 km ,Subway Access,4
19/03/2023,20/03/2023,1,1,Hilton Garden Inn West 35th Street,671,"2,496",1,Manhattan,8.3,Very Good,NaN,Not Free,Yes,King Room,2 km ,Subway Access,3
19/03/2023,20/03/2023,1,1,Hampton Inn Manhattan/Downtown- Financial District,554,669,1,Wall Street - Financial District,7.6,Good,NaN,Not Free,Yes,1 Double Room - Disability Access/Non-Smoking,7.7 km ,Subway Access,3
19/03/2023,20/03/2023,1,1,Ace Hotel New York,723,"1,029",1,NoMad,7.9,Good,NaN,Not Free,Yes,Single Room,2.5 km ,Subway Access,4
19/03/2023,20/03/2023,1,2,The Evelyn NoMad,"1,422","2,610",2,NoMad,7.6,Good,"2,032",Not Free,Yes,Superior Queen Room,2.7 km ,Subway Access,5
19/03/2023,20/03/2023,1,2,Margaritaville Resort Times Square,"1,298","1,444",2,Manhattan,8.8,Excellent,NaN,Not Free,Yes,Standard King Room,1.5 km ,Subway Access,4
19/03/2023,20/03/2023,1,2,Riu Plaza Manhattan Times Square,"1,199","6,650",2,Manhattan,8.6,Excellent,"1,666",Not Free,Yes,Deluxe King,1 km ,Subway Access,4
19/03/2023,20/03/2023,1,2,West Side YMCA,745,"7,542",2,Upper West Side,6.6,Review score,876,Not Free,Yes,Bunk Bed Room with Shared Bathroom,350 m ,Subway Access,3
19/03/2023,20/03/2023,1,2,YOTEL New York Times Square,796,"3,811",2,Hell's Kitchen,7.1,Good,885,Not Free,Yes,Empire State Building View,1.5 km ,,4
19/03/2023,20/03/2023,1,2,The Cloud One New York-Downtown,"1,240",582,2,Wall Street - Financial District,8.2,Very Good,NaN,Not Free,Yes,Standard King Room,7 km ,Subway Access,4
19/03/2023,20/03/2023,1,2,U Hotel Fifth Avenue I Empire State Building,879,"1,711",2,Manhattan,7.9,Good,NaN,Not Free,Yes,Queen Room,2.1 km ,Subway Access,3
