check-in,check-out,TTT,LOS,Hotel Name,Price,Reviews,NumberOfNights,Locatins,Score,Score_in_the_description,priceBeforesale,Cancellation,prepayment,typeBed,DistanceFromCenter,Subway Access,Stars
2023-03-17,2023-03-18,1,1,Pestana Park Avenue,913,821,1,Murray Hill,8.5,Very Good,"1,521",Not Free,Yes,Classic Room - Disability Access,1.9 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,The Cloud One New York-Downtown,766,571,1,Wall Street - Financial District,8.3,Very Good,NaN,Not Free,Yes,Standard King Room,7 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,TownePlace Suites by Marriott New York Manhattan/Chelsea,"1,023","2,408",1,Chelsea,8.1,Very Good,NaN,Not Free,Yes,King Studio with Kitchenette,2.5 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Pod Times Square,913,"12,852",1,Hell's Kitchen,8.1,Very Good,NaN,Not Free,Yes,Bunk Pod,1.4 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Hampton Inn Manhattan Times Square North,"1,133","2,669",1,Hell's Kitchen,7.8,Good,NaN,Not Free,Yes,Queen Room,0.6 km ,Subway Access,3
2023-03-17,2023-03-18,1,1,Hilton Garden Inn New York Central Park South-Midtown West,"1,056","5,527",1,Manhattan,7.1,Good,NaN,Not Free,Yes,Queen Room,450 m ,Subway Access,4
2023-03-17,2023-03-18,1,1,U Hotel Fifth Avenue I Empire State Building,769,"1,707",1,Manhattan,7.9,Good,NaN,Not Free,Yes,Queen Room,2.1 km ,Subway Access,3
2023-03-17,2023-03-18,1,1,Riu Plaza Manhattan Times Square,"1,129","6,626",1,Manhattan,8.6,Excellent,"1,568",Not Free,Yes,Deluxe King,1 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Hyatt Union Square New York,"1,096",250,1,Union Square,7.7,Good,NaN,Not Free,Yes,King Room - Courtyard View,3.9 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,SpringHill Suites by Marriott New York Manhattan Chelsea,"1,059","3,910",1,Chelsea,8.2,Very Good,NaN,Not Free,Yes,King Room,2.5 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Hotel 32 32,"1,058",745,1,Manhattan,6.8,Review score,"1,411",Not Free,Yes,Double Studio with balcony,2.4 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Hyatt Place NYC Chelsea,"1,023","6,649",1,Chelsea,8.0,Very Good,NaN,Not Free,Yes,King Room - Disability Access,2.8 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Courtyard by Marriott New York Manhattan/Central Park,"1,463","3,323",1,Manhattan,8.2,Very Good,NaN,Not Free,Yes,King or Queen Room with City View,450 m ,Subway Access,4
2023-03-17,2023-03-18,1,1,Sheraton Tribeca New York Hotel,839,"2,433",1,Tribeca,7.6,Good,NaN,Not Free,Yes,Standard King Room,5.6 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Hyatt Place New York City/Times Square,"1,133","15,092",1,Hell's Kitchen,7.6,Good,NaN,Not Free,Yes,King Room,1.7 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,TBA Times Square,887,"8,394",1,Hell's Kitchen,7.5,Good,NaN,Not Free,Yes,Studio - Disability Access,1.6 km ,Subway Access,3
2023-03-17,2023-03-18,1,1,Royalton New York,"1,243","1,393",1,Manhattan,7.6,Good,NaN,Not Free,Yes,Standard Queen Room,1.4 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,"InterContinental New York Barclay Hotel, an IHG Hotel","1,059",897,1,Midtown East,8.0,Very Good,NaN,Not Free,Yes,Classic Queen Room,1.5 km ,Subway Access,5
2023-03-17,2023-03-18,1,1,M Social Hotel Times Square New York,"1,353","5,622",1,Manhattan,8.4,Very Good,NaN,Not Free,Yes,Social City View King,0.6 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,11 Howard,949,303,1,SoHo,7.3,Good,NaN,Not Free,Yes,Queen Room,5.6 km ,Subway Access,5
2023-03-17,2023-03-18,1,1,MOXY NYC Times Square,"1,059","8,730",1,Manhattan,8.0,Very Good,NaN,Not Free,Yes,Double Room,1.9 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Hilton Garden Inn New York - Times Square Central,"1,169","1,546",1,Manhattan,7.6,Good,NaN,Not Free,Yes,Queen Room,1.5 km ,Subway Access,3
2023-03-17,2023-03-18,1,1,Wingate by Wyndham New York Midtown South/5th Ave,937,"1,503",1,Manhattan,7.9,Good,NaN,Not Free,Yes,King Room - Non-Smoking,1.9 km ,Subway Access,3
2023-03-17,2023-03-18,1,1,Millennium Hotel Broadway Times Square,"1,097","5,914",1,Manhattan,7.0,Good,"1,219",Not Free,Yes,Queen Room with Bath Tub - Hearing/Mobility Accessible,1.3 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Pod 51,729,"7,058",1,Midtown East,7.8,Good,NaN,Not Free,Yes,Standard Bunk Bed Room with Shared Bathroom,1.7 km ,Subway Access,3
2023-03-17,2023-03-18,1,1,Warwick New York,"1,136","4,417",1,Manhattan,7.8,Good,NaN,Not Free,Yes,Premier King Bed,0.7 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Square Hotel at Times Square,"1,059","2,375",1,Manhattan,7.0,Good,NaN,Not Free,Yes,Accessible Room 1 Queen Bed,0.8 km ,Subway Access,3
2023-03-17,2023-03-18,1,1,Pestana Park Avenue,913,821,1,Murray Hill,8.5,Very Good,"1,521",Not Free,Yes,Classic Room - Disability Access,1.9 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,CIVILIAN Hotel,"1,133","1,221",1,Hell's Kitchen,8.5,Very Good,NaN,Not Free,Yes,Double Room,0.9 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Millennium Downtown New York,953,"3,624",1,Wall Street - Financial District,7.3,Good,NaN,Not Free,Yes,Queen Room with Roll-In Shower - Disability Access,6.8 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Ace Hotel New York,854,"1,030",1,NoMad,7.9,Good,NaN,Not Free,Yes,Single Room,2.5 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Park Terrace Hotel,"1,279","2,396",1,Manhattan,8.7,Excellent,NaN,Not Free,Yes,Classic Room,1.7 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,The Benjamin Royal Sonesta New York,932,587,1,Midtown East,7.6,Good,"1,096",Not Free,Yes,Queen Room,1.5 km ,Subway Access,5
2023-03-17,2023-03-18,1,1,Omni Berkshire Place,"1,009",531,1,Midtown East,8.7,Excellent,NaN,Not Free,Yes,Deluxe King Room,1.1 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,"The Draper New York, Tapestry Collection by Hilton","1,279","1,028",1,Manhattan,8.4,Very Good,NaN,Not Free,Yes,Premium King Room with City View,1.9 km ,Subway Access,3
2023-03-17,2023-03-18,1,1,Hotel 48LEX New York,877,302,1,Midtown East,7.1,Good,"1,169",Not Free,Yes,Queen Studio,1.6 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,The Manhattan at Times Square,"1,141","4,077",1,Manhattan,5.6,Review score,"1,426",Not Free,Yes,Standard Queen Room,0.7 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Soho Grand Hotel,"1,353","1,228",1,SoHo,8.3,Very Good,NaN,Not Free,Yes,Soho King Room,5.5 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,The Blakely by LuxUrban,981,"2,501",1,Manhattan,7.8,Good,NaN,Free,Yes,Standard King Room,0.5 km ,Subway Access,Error
2023-03-17,2023-03-18,1,1,SpringHill Suites by Marriott New York Manhattan/Times Square South,986,"4,124",1,Hell's Kitchen,8.0,Very Good,NaN,Not Free,Yes,1 Queen Bed,1.9 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,SpringHill Suites by Marriott New York Midtown Manhattan/Park Ave,986,54,1,Flatiron District,8.1,Very Good,NaN,Not Free,Yes,"Studio, 1 King",3.1 km ,Subway Access,3
2023-03-17,2023-03-18,1,1,Embassy Suites By Hilton New York Manhattan Times Square,"1,276","4,123",1,Manhattan,7.9,Good,NaN,Not Free,Yes,King Room,1.9 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Courtyard New York Downtown Manhattan/Financial District,803,598,1,Wall Street - Financial District,7.3,Good,NaN,Not Free,Yes,"Guest room, 1 King, City view",7.1 km ,Subway Access,3
2023-03-17,2023-03-18,1,1,"Le Meridien New York, Central Park by Marriott","1,316",431,1,Manhattan,7.2,Good,NaN,Not Free,Yes,"Guest Room, 1 King, Cozy King",500 m ,Subway Access,5
2023-03-17,2023-03-18,1,1,Sofitel New York,"1,250",522,1,Manhattan,7.5,Good,NaN,Not Free,Yes,Superior Queen Room,1.4 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Courtyard by Marriott New York Manhattan / Soho,876,271,1,SoHo,7.9,Good,NaN,Not Free,Yes,King Room,4.9 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Hotel Edison Times Square,"1,301","11,096",1,Manhattan,7.3,Good,NaN,Not Free,Yes,Signature 1 Queen Bed,1 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,986,"5,195",1,Hell's Kitchen,8.0,Very Good,NaN,Not Free,Yes,1 King Bed,1.9 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,"The Jewel Hotel, New York","1,133","1,653",1,Manhattan,8.5,Very Good,NaN,Not Free,Yes,Premier Room,1 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Moxy NYC Chelsea,"1,096","3,726",1,Chelsea,8.3,Very Good,NaN,Not Free,Yes,King Room,2.5 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Hampton Inn Manhattan-35th St Empire State Bldg,"1,019","3,450",1,Manhattan,8.3,Very Good,NaN,Not Free,Yes,King Room,2 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Fairfield Inn by Marriott New York Manhattan/Financial District,986,"2,272",1,Wall Street - Financial District,7.4,Good,NaN,Not Free,Yes,Queen Room,7.2 km ,Subway Access,3
2023-03-17,2023-03-18,1,1,Nolitan Hotel SoHo - New York,"1,173","1,152",1,SoHo,7.9,Good,NaN,Not Free,Yes,Deluxe Queen Room,5.4 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,"Club Quarters Hotel Times Square, New York","1,133","2,525",1,Manhattan,7.8,Good,NaN,Not Free,Yes,Mobility Accessible Standard Room,1.3 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Hyatt Place New York/Midtown-South,"1,243","2,156",1,Manhattan,8.1,Very Good,NaN,Not Free,Yes,King Room,2 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Dream Midtown,958,664,1,Manhattan,7.5,Good,NaN,Not Free,Yes,Queen Room,400 m ,Subway Access,4
2023-03-17,2023-03-18,1,1,Royalton Park Avenue,"1,019",972,1,NoMad,8.2,Very Good,NaN,Not Free,Yes,Superior Queen Room,2.7 km ,Subway Access,5
2023-03-17,2023-03-18,1,1,Pod 39,876,"5,985",1,Murray Hill,8.1,Very Good,NaN,Not Free,Yes,Bunk Bed Room,2.1 km ,Subway Access,3
2023-03-17,2023-03-18,1,1,"Candlewood Suites NYC -Times Square, an IHG Hotel",986,"1,369",1,Hell's Kitchen,7.5,Good,NaN,Not Free,Yes,Room Selected at Check-In,1.6 km ,Subway Access,3
2023-03-17,2023-03-18,1,1,Hyatt Grand Central New York,"1,023","1,198",1,Midtown East,7.3,Good,NaN,Not Free,Yes,Queen Room,1.9 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Residence Inn by Marriott New York Manhattan/Central Park,"1,609","1,277",1,Manhattan,8.4,Very Good,NaN,Not Free,Yes,Standard Studio with Times Square View,450 m ,Subway Access,4
2023-03-17,2023-03-18,1,1,Motto by Hilton New York City Chelsea,913,"1,204",1,Chelsea,8.8,Excellent,NaN,Not Free,Yes,Room with Murphy Bed,2.8 km ,Subway Access,5
2023-03-17,2023-03-18,1,1,"Holiday Inn Express New York City Chelsea, an IHG Hotel","1,096","3,019",1,Chelsea,7.9,Good,NaN,Not Free,Yes,Queen Room - Disability Access Tub,2.4 km ,Subway Access,3
2023-03-17,2023-03-18,1,1,Empire Hotel,"1,353","2,512",1,Upper West Side,6.8,Review score,NaN,Not Free,Yes,Standard Queen Room,400 m ,Subway Access,4
2023-03-17,2023-03-18,1,1,Dylan Hotel NYC,"1,087","2,337",1,Murray Hill,7.8,Good,"1,279",Not Free,Yes,Executive Room,1.8 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Moxy NYC East Village,"1,023","1,682",1,East Village,8.2,Very Good,NaN,Not Free,Yes,"Guest room, 1 Queen",4.1 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,La Quinta by Wyndham Time Square South,953,"2,099",1,Hell's Kitchen,8.1,Very Good,NaN,Not Free,Yes,King Room - Non-Smoking,1.7 km ,Subway Access,3
2023-03-17,2023-03-18,1,1,NoMo SoHo,920,534,1,SoHo,7.3,Good,NaN,Not Free,Yes,Classic Queen,5.6 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,The James New York - NoMad,937,517,1,NoMad,8.1,Very Good,986,Not Free,Yes,Queen Room - Disability Access,2.6 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Ink 48 Hotel,"1,320","1,326",1,Hell's Kitchen,7.9,Good,NaN,Not Free,Yes,King Room - Disability Access,1.2 km ,,4
2023-03-17,2023-03-18,1,1,"Marriott Vacation Club Pulse, New York City","1,463",121,1,Manhattan,8.9,Excellent,NaN,Not Free,Yes,Queen Room with Transfer Shower - Mobility Accessible,1.9 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,The Moore,"1,105",867,1,Chelsea,8.5,Very Good,"1,228",Not Free,Yes,View Queen,3 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Hampton Inn Manhattan Grand Central,836,"1,474",1,Midtown East,7.6,Good,NaN,Not Free,Yes,Standard King Room with City View,2.1 km ,Subway Access,3
2023-03-17,2023-03-18,1,1,"The New Yorker, A Wyndham Hotel","1,187","9,006",1,Hell's Kitchen,7.7,Good,NaN,Not Free,Yes,Standard Queen Room with View,2 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Hotel on Rivington,953,330,1,Lower East Side,7.0,Good,"1,059",Not Free,Yes,King Studio,5.4 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Hilton Garden Inn New York Times Square North,"1,096","2,340",1,Manhattan,7.7,Good,NaN,Not Free,Yes,King Room,1.3 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,HGU New York,"1,081","1,529",1,Manhattan,7.4,Good,NaN,Not Free,Yes,Queen Deluxe,2.4 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,"Holiday Inn Express - Times Square South, an IHG Hotel","1,096","3,280",1,Manhattan,7.7,Good,NaN,Not Free,Yes,Room Selected at Check-In,2 km ,Subway Access,3
2023-03-17,2023-03-18,1,1,YOTEL New York Times Square,"1,191","3,810",1,Hell's Kitchen,7.1,Good,"1,323",Not Free,Yes,Empire State Building View,1.5 km ,,4
2023-03-17,2023-03-18,1,1,"The Lexington Hotel, Autograph Collection","1,023",337,1,Midtown East,7.9,Good,NaN,Not Free,Yes,Queen Room,1.6 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,citizenM New York Times Square,"1,224","2,750",1,Manhattan,8.7,Excellent,NaN,Not Free,Yes,King Room,0.8 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Lotte New York Palace,"2,199",328,1,Midtown East,8.1,Very Good,NaN,Not Free,Yes,Superior Room with King Bed,1.3 km ,Subway Access,5
2023-03-17,2023-03-18,1,1,SoHo 54,913,"1,551",1,SoHo,6.8,Review score,NaN,Not Free,Yes,TriBeCa King,5.3 km ,Subway Access,3
2023-03-17,2023-03-18,1,1,Grayson Hotel,"1,133",52,1,Manhattan,8.2,Very Good,NaN,Not Free,Yes,King Room,1.8 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Iberostar 70 Park Avenue,"1,059",531,1,Murray Hill,8.3,Very Good,NaN,Not Free,Yes,Queen Deluxe,2 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Freehand New York,839,"1,175",1,Gramercy,7.9,Good,NaN,Not Free,Yes,Premium Queen,3.1 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Paramount Hotel Times Square,729,"2,484",1,Manhattan,6.5,Review score,NaN,Not Free,Yes,Double Room,1 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,The Time New York,"1,062","1,203",1,Manhattan,7.5,Good,NaN,Not Free,Yes,Petite Full Room,0.8 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,The Belvedere Hotel,"1,096","3,683",1,Hell's Kitchen,8.0,Very Good,NaN,Not Free,Yes,Standard King Room,0.9 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Hilton Garden Inn New York Times Square South,"1,059","2,687",1,Hell's Kitchen,8.1,Very Good,NaN,Not Free,Yes,King Room - Hearing Accessible,1.8 km ,Subway Access,3
2023-03-17,2023-03-18,1,1,Iroquois New York Times Square,"1,353","1,736",1,Manhattan,8.2,Very Good,NaN,Not Free,Yes,Deluxe Queen Room,1.4 km ,Subway Access,5
2023-03-17,2023-03-18,1,1,Residence Inn New York Downtown Manhattan/Financial District,876,346,1,Wall Street - Financial District,7.5,Good,NaN,Not Free,Yes,"Studio, 1 King",7.1 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Hampton Inn Manhattan/Downtown- Financial District,821,668,1,Wall Street - Financial District,7.6,Good,NaN,Not Free,Yes,Queen Room,7.7 km ,Subway Access,3
2023-03-17,2023-03-18,1,1,The Evelyn NoMad,"1,118","2,611",1,NoMad,7.6,Good,NaN,Not Free,Yes,Superior Queen Room,2.7 km ,Subway Access,5
2023-03-17,2023-03-18,1,1,W New York - Times Square,"1,463",891,1,Manhattan,7.7,Good,NaN,Not Free,Yes,Wonderful King Room with City View and Adapted Tub - Mobility and Hearing Accessible,1 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,"Crowne Plaza Times Square Manhattan, an IHG Hotel","1,463","1,430",1,Manhattan,7.7,Good,NaN,Not Free,Yes,Traditional King Room - Non-Smoking,0.9 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,SIXTY SoHo,"1,389",729,1,SoHo,8.3,Very Good,NaN,Not Free,Yes,Superior Queen Room,5.2 km ,Subway Access,5
2023-03-17,2023-03-18,1,1,citizenM New York Bowery,"1,096","2,182",1,Lower East Side,8.8,Excellent,NaN,Not Free,Yes,King Room,5.4 km ,Subway Access,4
2023-03-17,2023-03-18,1,1,Citadines Connect Fifth Avenue New York,"1,096","2,917",1,Manhattan,7.7,Good,NaN,Not Free,Yes,Premier King Room,1.4 km ,Subway Access,3
2023-03-17,2023-03-18,1,1,"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",766,522,1,Midtown East,8.7,Excellent,NaN,Not Free,Yes,Queen Room - Non-Smoking,1.5 km ,Subway Access,3
2023-03-17,2023-03-18,1,2,Pestana Park Avenue,"1,759",821,2,Murray Hill,8.5,Very Good,"2,932",Not Free,Yes,Classic Room - Disability Access,1.9 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,Pod Times Square,"1,715","12,852",2,Hell's Kitchen,8.1,Very Good,NaN,Not Free,Yes,Bunk Pod,1.4 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,The Cloud One New York-Downtown,"1,606",571,2,Wall Street - Financial District,8.3,Very Good,NaN,Not Free,Yes,Standard King Room,7 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,Hampton Inn Manhattan Times Square North,"2,082","2,669",2,Hell's Kitchen,7.8,Good,NaN,Not Free,Yes,Queen Room,0.6 km ,Subway Access,3
2023-03-17,2023-03-18,1,2,TownePlace Suites by Marriott New York Manhattan/Chelsea,"2,082","2,408",2,Chelsea,8.1,Very Good,NaN,Not Free,Yes,King Studio with Kitchenette,2.5 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,Millennium Hotel Broadway Times Square,"1,880","5,914",2,Manhattan,7.0,Good,"2,089",Not Free,Yes,Queen Room with Bath Tub - Hearing/Mobility Accessible,1.3 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,Riu Plaza Manhattan Times Square,"2,551","6,626",2,Manhattan,8.6,Excellent,"3,543",Not Free,Yes,Deluxe Superior King with views,1 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,Hilton Garden Inn New York Central Park South-Midtown West,"2,163","5,527",2,Manhattan,7.1,Good,NaN,Not Free,Yes,King Room with Roll-In Shower - Disability Access,450 m ,Subway Access,4
2023-03-17,2023-03-18,1,2,Hyatt Union Square New York,"2,192",250,2,Union Square,7.7,Good,NaN,Not Free,Yes,King Room - Courtyard View,3.9 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,U Hotel Fifth Avenue I Empire State Building,"1,869","1,707",2,Manhattan,7.9,Good,NaN,Not Free,Yes,Queen Room,2.1 km ,Subway Access,3
2023-03-17,2023-03-18,1,2,SpringHill Suites by Marriott New York Manhattan Chelsea,"2,155","3,910",2,Chelsea,8.2,Very Good,NaN,Not Free,Yes,King Room,2.5 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,CIVILIAN Hotel,"2,152","1,221",2,Hell's Kitchen,8.5,Very Good,NaN,Not Free,Yes,Double Room,0.9 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,MOXY NYC Times Square,"2,119","8,730",2,Manhattan,8.0,Very Good,NaN,Not Free,Yes,Double Room,1.9 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,"InterContinental New York Barclay Hotel, an IHG Hotel","2,009",897,2,Midtown East,8.0,Very Good,NaN,Not Free,Yes,Classic Queen Room,1.5 km ,Subway Access,5
2023-03-17,2023-03-18,1,2,Hyatt Place NYC Chelsea,"2,324","6,649",2,Chelsea,8.0,Very Good,NaN,Not Free,Yes,King Room with Skyline View,2.8 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,Hotel 32 32,"2,117",745,2,Manhattan,6.8,Review score,"2,822",Not Free,Yes,Double Studio with balcony,2.4 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,11 Howard,"1,935",303,2,SoHo,7.3,Good,NaN,Not Free,Yes,Queen Room,5.6 km ,Subway Access,5
2023-03-17,2023-03-18,1,2,Courtyard by Marriott New York Manhattan/Central Park,"2,998","3,323",2,Manhattan,8.2,Very Good,NaN,Not Free,Yes,King or Queen Room with City View,450 m ,Subway Access,4
2023-03-17,2023-03-18,1,2,TBA Times Square,"1,874","8,394",2,Hell's Kitchen,7.5,Good,NaN,Not Free,Yes,Studio - Disability Access,1.6 km ,Subway Access,3
2023-03-17,2023-03-18,1,2,Hilton Garden Inn New York - Times Square Central,"2,229","1,546",2,Manhattan,7.6,Good,NaN,Not Free,Yes,Queen Room,1.5 km ,Subway Access,3
2023-03-17,2023-03-18,1,2,Warwick New York,"2,163","4,417",2,Manhattan,7.8,Good,NaN,Not Free,Yes,Premier King Bed,0.7 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,Hyatt Place New York City/Times Square,"2,339","15,092",2,Hell's Kitchen,7.6,Good,NaN,Not Free,Yes,King Room,1.7 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,Moxy NYC Chelsea,"1,972","3,726",2,Chelsea,8.3,Very Good,NaN,Not Free,Yes,King Room,2.5 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,Square Hotel at Times Square,"2,119","2,375",2,Manhattan,7.0,Good,NaN,Not Free,Yes,Accessible Room 1 Queen Bed,0.8 km ,Subway Access,3
2023-03-17,2023-03-18,1,2,"The New Yorker, A Wyndham Hotel","2,148","9,006",2,Hell's Kitchen,7.7,Good,NaN,Not Free,Yes,Standard Queen Room with View,2 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,Ace Hotel New York,"1,709","1,030",2,NoMad,7.9,Good,NaN,Not Free,Yes,Single Room,2.5 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,Millennium Downtown New York,"1,808","3,624",2,Wall Street - Financial District,7.3,Good,NaN,Not Free,Yes,Queen Room with Roll-In Shower - Disability Access,6.8 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,Royalton New York,"2,485","1,393",2,Manhattan,7.6,Good,NaN,Not Free,Yes,Standard Queen Room,1.4 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,Omni Berkshire Place,"2,081",531,2,Midtown East,8.7,Excellent,NaN,Not Free,Yes,Deluxe King Room,1.1 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,The Manhattan at Times Square,"1,930","4,077",2,Manhattan,5.6,Review score,"2,412",Not Free,Yes,Standard Queen Room,0.7 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,Wingate by Wyndham New York Midtown South/5th Ave,"1,908","1,503",2,Manhattan,7.9,Good,NaN,Not Free,Yes,King Room - Non-Smoking,1.9 km ,Subway Access,3
2023-03-17,2023-03-18,1,2,Pestana Park Avenue,"1,759",821,2,Murray Hill,8.5,Very Good,"2,932",Not Free,Yes,Classic Room - Disability Access,1.9 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,Soho Grand Hotel,"2,705","1,228",2,SoHo,8.3,Very Good,NaN,Not Free,Yes,Soho King Room,5.5 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,SpringHill Suites by Marriott New York Midtown Manhattan/Park Ave,"1,972",54,2,Flatiron District,8.1,Very Good,NaN,Not Free,Yes,"Studio, 1 King",3.1 km ,Subway Access,3
2023-03-17,2023-03-18,1,2,Park Terrace Hotel,"2,559","2,396",2,Manhattan,8.7,Excellent,NaN,Not Free,Yes,Classic Room,1.7 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,Pod 39,"1,642","5,985",2,Murray Hill,8.1,Very Good,NaN,Not Free,Yes,Bunk Bed Room,2.1 km ,Subway Access,3
2023-03-17,2023-03-18,1,2,Pod 51,"1,532","7,058",2,Midtown East,7.8,Good,NaN,Not Free,Yes,Standard Bunk Bed Room with Shared Bathroom,1.7 km ,Subway Access,3
2023-03-17,2023-03-18,1,2,The Benjamin Royal Sonesta New York,"1,900",587,2,Midtown East,7.6,Good,"2,375",Not Free,Yes,Queen Room,1.5 km ,Subway Access,5
2023-03-17,2023-03-18,1,2,Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,"1,972","5,195",2,Hell's Kitchen,8.0,Very Good,NaN,Not Free,Yes,1 King Bed,1.9 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,Royalton Park Avenue,"1,972",972,2,NoMad,8.2,Very Good,NaN,Not Free,Yes,Superior Queen Room,2.7 km ,Subway Access,5
2023-03-17,2023-03-18,1,2,Hotel 48LEX New York,"1,809",302,2,Midtown East,7.1,Good,"2,412",Not Free,Yes,Queen Studio,1.6 km ,Subway Access,4
2023-03-17,2023-03-18,1,2,Courtyard New York Downtown Manhattan/Financial District,"1,679",598,2,Wall Street - Financial District,7.3,Good,NaN,Not Free,Yes,"Guest room, 1 King, City view",7.1 km ,Subway Access,3
2023-03-17,2023-03-18,1,2,YOTEL New York Times Square,"2,278","3,810",2,Hell's Kitchen,7.1,Good,"2,532",Not Free,Yes,Skyline View,1.5 km ,,4
2023-03-17,2023-03-18,1,2,"The Draper New York, Tapestry Collection by Hilton","2,522","1,028",2,Manhattan,8.4,Very Good,NaN,Not Free,Yes,Premium King Room with City View,1.9 km ,Subway Access,3
2023-03-17,2023-03-18,1,2,Fairfield Inn by Marriott New York Manhattan/Financial District,"1,935","2,272",2,Wall Street - Financial District,7.4,Good,NaN,Not Free,Yes,Queen Room,7.2 km ,Subway Access,3
